Adjective,Characteristics,Values,Probs,Probs_base
jaunty,"['Languages', 'Religion']","['Shona', 'Atheist']",-11.2979925501315,-10.27377465310316
trusting,"['Languages', 'Religion']","['Shona', 'Atheist']",-11.997317108513663,-10.27377465310316
favorite,"['Languages', 'Religion']","['Shona', 'Atheist']",-8.838597737044182,-10.27377465310316
virtuous,"['Languages', 'Religion']","['Shona', 'Atheist']",-14.194709383681761,-10.27377465310316
honored,"['Languages', 'Religion']","['Shona', 'Atheist']",-10.986116477058609,-10.27377465310316
euphoric,"['Languages', 'Religion']","['Shona', 'Atheist']",-11.708664058449047,-10.27377465310316
sorrowful,"['Languages', 'Religion']","['Shona', 'Chinese traditional religion']",-12.848022686468735,-10.27377465310316
broken,"['Languages', 'Religion']","['Shona', 'Chinese traditional religion']",-12.048881544565106,-10.27377465310316
unhappy,"['Languages', 'Religion']","['Shona', 'Chinese traditional religion']",-11.944605529279123,-10.27377465310316
boring,"['Languages', 'Religion']","['Shona', 'Chinese traditional religion']",-11.09047685489373,-10.27377465310316
vigilant,"['Languages', 'Religion']","['Shona', 'Chinese traditional religion']",-12.32815158714368,-10.27377465310316
jaunty,"['Languages', 'Religion']","['Shona', 'Chinese traditional religion']",-11.2979925501315,-10.27377465310316
trusting,"['Languages', 'Religion']","['Shona', 'Chinese traditional religion']",-11.997317108513663,-10.27377465310316
favorite,"['Languages', 'Religion']","['Shona', 'Chinese traditional religion']",-8.838597737044182,-10.27377465310316
virtuous,"['Languages', 'Religion']","['Shona', 'Chinese traditional religion']",-14.194709383681761,-10.27377465310316
honored,"['Languages', 'Religion']","['Shona', 'Chinese traditional religion']",-10.986116477058609,-10.27377465310316
euphoric,"['Languages', 'Religion']","['Shona', 'Chinese traditional religion']",-11.708664058449047,-10.27377465310316
sorrowful,"['Languages', 'Religion']","['Latvian', 'Agnostic']",-6.5089254587331835,-4.861866530154447
broken,"['Languages', 'Religion']","['Latvian', 'Agnostic']",-5.919979439052407,-4.861866530154447
unhappy,"['Languages', 'Religion']","['Latvian', 'Agnostic']",-5.879449879500399,-4.861866530154447
boring,"['Languages', 'Religion']","['Latvian', 'Agnostic']",-5.681185332849848,-4.861866530154447
vigilant,"['Languages', 'Religion']","['Latvian', 'Agnostic']",-6.1228295265220085,-4.861866530154447
jaunty,"['Languages', 'Religion']","['Latvian', 'Agnostic']",-5.724096551210648,-4.861866530154447
trusting,"['Languages', 'Religion']","['Latvian', 'Agnostic']",-5.93082974603614,-4.861866530154447
favorite,"['Languages', 'Religion']","['Latvian', 'Agnostic']",-4.442891424249803,-4.861866530154447
virtuous,"['Languages', 'Religion']","['Latvian', 'Agnostic']",-7.188819936960885,-4.861866530154447
honored,"['Languages', 'Religion']","['Latvian', 'Agnostic']",-5.1420360430580265,-4.861866530154447
euphoric,"['Languages', 'Religion']","['Latvian', 'Agnostic']",-5.517809763891992,-4.861866530154447
sorrowful,"['Languages', 'Religion']","['Latvian', 'Animism']",-6.5089254587331835,-4.861866530154447
broken,"['Languages', 'Religion']","['Latvian', 'Animism']",-5.919979439052407,-4.861866530154447
unhappy,"['Languages', 'Religion']","['Latvian', 'Animism']",-5.879449879500399,-4.861866530154447
boring,"['Languages', 'Religion']","['Latvian', 'Animism']",-5.681185332849848,-4.861866530154447
vigilant,"['Languages', 'Religion']","['Latvian', 'Animism']",-6.1228295265220085,-4.861866530154447
jaunty,"['Languages', 'Religion']","['Latvian', 'Animism']",-5.724096551210648,-4.861866530154447
trusting,"['Languages', 'Religion']","['Latvian', 'Animism']",-5.93082974603614,-4.861866530154447
favorite,"['Languages', 'Religion']","['Latvian', 'Animism']",-4.442891424249803,-4.861866530154447
virtuous,"['Languages', 'Religion']","['Latvian', 'Animism']",-7.188819936960885,-4.861866530154447
honored,"['Languages', 'Religion']","['Latvian', 'Animism']",-5.1420360430580265,-4.861866530154447
euphoric,"['Languages', 'Religion']","['Latvian', 'Animism']",-5.517809763891992,-4.861866530154447
sorrowful,"['Languages', 'Religion']","['Latvian', 'Atheist']",-6.5089254587331835,-4.861866530154447
broken,"['Languages', 'Religion']","['Latvian', 'Atheist']",-5.919979439052407,-4.861866530154447
unhappy,"['Languages', 'Religion']","['Latvian', 'Atheist']",-5.879449879500399,-4.861866530154447
boring,"['Languages', 'Religion']","['Latvian', 'Atheist']",-5.681185332849848,-4.861866530154447
vigilant,"['Languages', 'Religion']","['Latvian', 'Atheist']",-6.1228295265220085,-4.861866530154447
jaunty,"['Languages', 'Religion']","['Latvian', 'Atheist']",-5.724096551210648,-4.861866530154447
trusting,"['Languages', 'Religion']","['Latvian', 'Atheist']",-5.93082974603614,-4.861866530154447
favorite,"['Languages', 'Religion']","['Latvian', 'Atheist']",-4.442891424249803,-4.861866530154447
virtuous,"['Languages', 'Religion']","['Latvian', 'Atheist']",-7.188819936960885,-4.861866530154447
honored,"['Languages', 'Religion']","['Latvian', 'Atheist']",-5.1420360430580265,-4.861866530154447
euphoric,"['Languages', 'Religion']","['Latvian', 'Atheist']",-5.517809763891992,-4.861866530154447
sorrowful,"['Languages', 'Religion']","['Latvian', 'Chinese traditional religion']",-6.5089254587331835,-4.861866530154447
broken,"['Languages', 'Religion']","['Latvian', 'Chinese traditional religion']",-5.919979439052407,-4.861866530154447
unhappy,"['Languages', 'Religion']","['Latvian', 'Chinese traditional religion']",-5.879449879500399,-4.861866530154447
boring,"['Languages', 'Religion']","['Latvian', 'Chinese traditional religion']",-5.681185332849848,-4.861866530154447
vigilant,"['Languages', 'Religion']","['Latvian', 'Chinese traditional religion']",-6.1228295265220085,-4.861866530154447
jaunty,"['Languages', 'Religion']","['Latvian', 'Chinese traditional religion']",-5.724096551210648,-4.861866530154447
trusting,"['Languages', 'Religion']","['Latvian', 'Chinese traditional religion']",-5.93082974603614,-4.861866530154447
favorite,"['Languages', 'Religion']","['Latvian', 'Chinese traditional religion']",-4.442891424249803,-4.861866530154447
virtuous,"['Languages', 'Religion']","['Latvian', 'Chinese traditional religion']",-7.188819936960885,-4.861866530154447
honored,"['Languages', 'Religion']","['Latvian', 'Chinese traditional religion']",-5.1420360430580265,-4.861866530154447
euphoric,"['Languages', 'Religion']","['Latvian', 'Chinese traditional religion']",-5.517809763891992,-4.861866530154447
sorrowful,"['Languages', 'Religion']","['Sanskrit', 'Agnostic']",-6.264028756743932,-4.784232927897038
broken,"['Languages', 'Religion']","['Sanskrit', 'Agnostic']",-5.758716051928102,-4.784232927897038
unhappy,"['Languages', 'Religion']","['Sanskrit', 'Agnostic']",-5.751500511385731,-4.784232927897038
boring,"['Languages', 'Religion']","['Sanskrit', 'Agnostic']",-5.591335055648425,-4.784232927897038
vigilant,"['Languages', 'Religion']","['Sanskrit', 'Agnostic']",-6.045956508656445,-4.784232927897038
jaunty,"['Languages', 'Religion']","['Sanskrit', 'Agnostic']",-5.665956482833163,-4.784232927897038
trusting,"['Languages', 'Religion']","['Sanskrit', 'Agnostic']",-5.807378090735446,-4.784232927897038
favorite,"['Languages', 'Religion']","['Sanskrit', 'Agnostic']",-4.307271320815938,-4.784232927897038
virtuous,"['Languages', 'Religion']","['Sanskrit', 'Agnostic']",-6.935636546919619,-4.784232927897038
honored,"['Languages', 'Religion']","['Sanskrit', 'Agnostic']",-5.063792112042779,-4.784232927897038
euphoric,"['Languages', 'Religion']","['Sanskrit', 'Agnostic']",-5.493923157271067,-4.784232927897038
sorrowful,"['Languages', 'Religion']","['Sanskrit', 'Animism']",-6.264028756743932,-4.784232927897038
broken,"['Languages', 'Religion']","['Sanskrit', 'Animism']",-5.758716051928102,-4.784232927897038
unhappy,"['Languages', 'Religion']","['Sanskrit', 'Animism']",-5.751500511385731,-4.784232927897038
boring,"['Languages', 'Religion']","['Sanskrit', 'Animism']",-5.591335055648425,-4.784232927897038
vigilant,"['Languages', 'Religion']","['Sanskrit', 'Animism']",-6.045956508656445,-4.784232927897038
jaunty,"['Languages', 'Religion']","['Sanskrit', 'Animism']",-5.665956482833163,-4.784232927897038
trusting,"['Languages', 'Religion']","['Sanskrit', 'Animism']",-5.807378090735446,-4.784232927897038
favorite,"['Languages', 'Religion']","['Sanskrit', 'Animism']",-4.307271320815938,-4.784232927897038
virtuous,"['Languages', 'Religion']","['Sanskrit', 'Animism']",-6.935636546919619,-4.784232927897038
honored,"['Languages', 'Religion']","['Sanskrit', 'Animism']",-5.063792112042779,-4.784232927897038
euphoric,"['Languages', 'Religion']","['Sanskrit', 'Animism']",-5.493923157271067,-4.784232927897038
sorrowful,"['Languages', 'Religion']","['Sanskrit', 'Atheist']",-6.264028756743932,-4.784232927897038
broken,"['Languages', 'Religion']","['Sanskrit', 'Atheist']",-5.758716051928102,-4.784232927897038
unhappy,"['Languages', 'Religion']","['Sanskrit', 'Atheist']",-5.751500511385731,-4.784232927897038
boring,"['Languages', 'Religion']","['Sanskrit', 'Atheist']",-5.591335055648425,-4.784232927897038
vigilant,"['Languages', 'Religion']","['Sanskrit', 'Atheist']",-6.045956508656445,-4.784232927897038
jaunty,"['Languages', 'Religion']","['Sanskrit', 'Atheist']",-5.665956482833163,-4.784232927897038
trusting,"['Languages', 'Religion']","['Sanskrit', 'Atheist']",-5.807378090735446,-4.784232927897038
favorite,"['Languages', 'Religion']","['Sanskrit', 'Atheist']",-4.307271320815938,-4.784232927897038
virtuous,"['Languages', 'Religion']","['Sanskrit', 'Atheist']",-6.935636546919619,-4.784232927897038
honored,"['Languages', 'Religion']","['Sanskrit', 'Atheist']",-5.063792112042779,-4.784232927897038
euphoric,"['Languages', 'Religion']","['Sanskrit', 'Atheist']",-5.493923157271067,-4.784232927897038
sorrowful,"['Languages', 'Religion']","['Sanskrit', 'Chinese traditional religion']",-6.264028756743932,-4.784232927897038
broken,"['Languages', 'Religion']","['Sanskrit', 'Chinese traditional religion']",-5.758716051928102,-4.784232927897038
unhappy,"['Languages', 'Religion']","['Sanskrit', 'Chinese traditional religion']",-5.751500511385731,-4.784232927897038
boring,"['Languages', 'Religion']","['Sanskrit', 'Chinese traditional religion']",-5.591335055648425,-4.784232927897038
vigilant,"['Languages', 'Religion']","['Sanskrit', 'Chinese traditional religion']",-6.045956508656445,-4.784232927897038
jaunty,"['Languages', 'Religion']","['Sanskrit', 'Chinese traditional religion']",-5.665956482833163,-4.784232927897038
trusting,"['Languages', 'Religion']","['Sanskrit', 'Chinese traditional religion']",-5.807378090735446,-4.784232927897038
favorite,"['Languages', 'Religion']","['Sanskrit', 'Chinese traditional religion']",-4.307271320815938,-4.784232927897038
virtuous,"['Languages', 'Religion']","['Sanskrit', 'Chinese traditional religion']",-6.935636546919619,-4.784232927897038
honored,"['Languages', 'Religion']","['Sanskrit', 'Chinese traditional religion']",-5.063792112042779,-4.784232927897038
euphoric,"['Languages', 'Religion']","['Sanskrit', 'Chinese traditional religion']",-5.493923157271067,-4.784232927897038
sorrowful,"['Languages', 'Religion']","['Faroese', 'Agnostic']",-12.848022686468735,-10.27377465310316
broken,"['Languages', 'Religion']","['Faroese', 'Agnostic']",-12.048881544565106,-10.27377465310316
unhappy,"['Languages', 'Religion']","['Faroese', 'Agnostic']",-11.944605529279123,-10.27377465310316
boring,"['Languages', 'Religion']","['Faroese', 'Agnostic']",-11.09047685489373,-10.27377465310316
vigilant,"['Languages', 'Religion']","['Faroese', 'Agnostic']",-12.32815158714368,-10.27377465310316
jaunty,"['Languages', 'Religion']","['Faroese', 'Agnostic']",-11.2979925501315,-10.27377465310316
trusting,"['Languages', 'Religion']","['Faroese', 'Agnostic']",-11.997317108513663,-10.27377465310316
favorite,"['Languages', 'Religion']","['Faroese', 'Agnostic']",-8.838597737044182,-10.27377465310316
virtuous,"['Languages', 'Religion']","['Faroese', 'Agnostic']",-14.194709383681761,-10.27377465310316
honored,"['Languages', 'Religion']","['Faroese', 'Agnostic']",-10.986116477058609,-10.27377465310316
euphoric,"['Languages', 'Religion']","['Faroese', 'Agnostic']",-11.708664058449047,-10.27377465310316
sorrowful,"['Languages', 'Religion']","['Faroese', 'Animism']",-12.848022686468735,-10.27377465310316
broken,"['Languages', 'Religion']","['Faroese', 'Animism']",-12.048881544565106,-10.27377465310316
unhappy,"['Languages', 'Religion']","['Faroese', 'Animism']",-11.944605529279123,-10.27377465310316
boring,"['Languages', 'Religion']","['Faroese', 'Animism']",-11.09047685489373,-10.27377465310316
vigilant,"['Languages', 'Religion']","['Faroese', 'Animism']",-12.32815158714368,-10.27377465310316
jaunty,"['Languages', 'Religion']","['Faroese', 'Animism']",-11.2979925501315,-10.27377465310316
trusting,"['Languages', 'Religion']","['Faroese', 'Animism']",-11.997317108513663,-10.27377465310316
favorite,"['Languages', 'Religion']","['Faroese', 'Animism']",-8.838597737044182,-10.27377465310316
virtuous,"['Languages', 'Religion']","['Faroese', 'Animism']",-14.194709383681761,-10.27377465310316
honored,"['Languages', 'Religion']","['Faroese', 'Animism']",-10.986116477058609,-10.27377465310316
euphoric,"['Languages', 'Religion']","['Faroese', 'Animism']",-11.708664058449047,-10.27377465310316
sorrowful,"['Languages', 'Religion']","['Faroese', 'Atheist']",-12.848022686468735,-10.27377465310316
broken,"['Languages', 'Religion']","['Faroese', 'Atheist']",-12.048881544565106,-10.27377465310316
unhappy,"['Languages', 'Religion']","['Faroese', 'Atheist']",-11.944605529279123,-10.27377465310316
boring,"['Languages', 'Religion']","['Faroese', 'Atheist']",-11.09047685489373,-10.27377465310316
vigilant,"['Languages', 'Religion']","['Faroese', 'Atheist']",-12.32815158714368,-10.27377465310316
jaunty,"['Languages', 'Religion']","['Faroese', 'Atheist']",-11.2979925501315,-10.27377465310316
trusting,"['Languages', 'Religion']","['Faroese', 'Atheist']",-11.997317108513663,-10.27377465310316
favorite,"['Languages', 'Religion']","['Faroese', 'Atheist']",-8.838597737044182,-10.27377465310316
virtuous,"['Languages', 'Religion']","['Faroese', 'Atheist']",-14.194709383681761,-10.27377465310316
honored,"['Languages', 'Religion']","['Faroese', 'Atheist']",-10.986116477058609,-10.27377465310316
euphoric,"['Languages', 'Religion']","['Faroese', 'Atheist']",-11.708664058449047,-10.27377465310316
sorrowful,"['Languages', 'Religion']","['Faroese', 'Chinese traditional religion']",-12.848022686468735,-10.27377465310316
broken,"['Languages', 'Religion']","['Faroese', 'Chinese traditional religion']",-12.048881544565106,-10.27377465310316
unhappy,"['Languages', 'Religion']","['Faroese', 'Chinese traditional religion']",-11.944605529279123,-10.27377465310316
boring,"['Languages', 'Religion']","['Faroese', 'Chinese traditional religion']",-11.09047685489373,-10.27377465310316
vigilant,"['Languages', 'Religion']","['Faroese', 'Chinese traditional religion']",-12.32815158714368,-10.27377465310316
jaunty,"['Languages', 'Religion']","['Faroese', 'Chinese traditional religion']",-11.2979925501315,-10.27377465310316
trusting,"['Languages', 'Religion']","['Faroese', 'Chinese traditional religion']",-11.997317108513663,-10.27377465310316
favorite,"['Languages', 'Religion']","['Faroese', 'Chinese traditional religion']",-8.838597737044182,-10.27377465310316
virtuous,"['Languages', 'Religion']","['Faroese', 'Chinese traditional religion']",-14.194709383681761,-10.27377465310316
honored,"['Languages', 'Religion']","['Faroese', 'Chinese traditional religion']",-10.986116477058609,-10.27377465310316
euphoric,"['Languages', 'Religion']","['Faroese', 'Chinese traditional religion']",-11.708664058449047,-10.27377465310316
sorrowful,"['Languages', 'Religion']","['Afrikaans', 'Agnostic']",-12.848022686468735,-10.27377465310316
broken,"['Languages', 'Religion']","['Afrikaans', 'Agnostic']",-12.048881544565106,-10.27377465310316
unhappy,"['Languages', 'Religion']","['Afrikaans', 'Agnostic']",-11.944605529279123,-10.27377465310316
boring,"['Languages', 'Religion']","['Afrikaans', 'Agnostic']",-11.09047685489373,-10.27377465310316
vigilant,"['Languages', 'Religion']","['Afrikaans', 'Agnostic']",-12.32815158714368,-10.27377465310316
jaunty,"['Languages', 'Religion']","['Afrikaans', 'Agnostic']",-11.2979925501315,-10.27377465310316
trusting,"['Languages', 'Religion']","['Afrikaans', 'Agnostic']",-11.997317108513663,-10.27377465310316
favorite,"['Languages', 'Religion']","['Afrikaans', 'Agnostic']",-8.838597737044182,-10.27377465310316
virtuous,"['Languages', 'Religion']","['Afrikaans', 'Agnostic']",-14.194709383681761,-10.27377465310316
honored,"['Languages', 'Religion']","['Afrikaans', 'Agnostic']",-10.986116477058609,-10.27377465310316
euphoric,"['Languages', 'Religion']","['Afrikaans', 'Agnostic']",-11.708664058449047,-10.27377465310316
sorrowful,"['Languages', 'Religion']","['Afrikaans', 'Animism']",-12.848022686468735,-10.27377465310316
broken,"['Languages', 'Religion']","['Afrikaans', 'Animism']",-12.048881544565106,-10.27377465310316
unhappy,"['Languages', 'Religion']","['Afrikaans', 'Animism']",-11.944605529279123,-10.27377465310316
boring,"['Languages', 'Religion']","['Afrikaans', 'Animism']",-11.09047685489373,-10.27377465310316
vigilant,"['Languages', 'Religion']","['Afrikaans', 'Animism']",-12.32815158714368,-10.27377465310316
jaunty,"['Languages', 'Religion']","['Afrikaans', 'Animism']",-11.2979925501315,-10.27377465310316
trusting,"['Languages', 'Religion']","['Afrikaans', 'Animism']",-11.997317108513663,-10.27377465310316
favorite,"['Languages', 'Religion']","['Afrikaans', 'Animism']",-8.838597737044182,-10.27377465310316
virtuous,"['Languages', 'Religion']","['Afrikaans', 'Animism']",-14.194709383681761,-10.27377465310316
honored,"['Languages', 'Religion']","['Afrikaans', 'Animism']",-10.986116477058609,-10.27377465310316
euphoric,"['Languages', 'Religion']","['Afrikaans', 'Animism']",-11.708664058449047,-10.27377465310316
sorrowful,"['Languages', 'Religion']","['Afrikaans', 'Atheist']",-12.848022686468735,-10.27377465310316
broken,"['Languages', 'Religion']","['Afrikaans', 'Atheist']",-12.048881544565106,-10.27377465310316
unhappy,"['Languages', 'Religion']","['Afrikaans', 'Atheist']",-11.944605529279123,-10.27377465310316
boring,"['Languages', 'Religion']","['Afrikaans', 'Atheist']",-11.09047685489373,-10.27377465310316
vigilant,"['Languages', 'Religion']","['Afrikaans', 'Atheist']",-12.32815158714368,-10.27377465310316
jaunty,"['Languages', 'Religion']","['Afrikaans', 'Atheist']",-11.2979925501315,-10.27377465310316
trusting,"['Languages', 'Religion']","['Afrikaans', 'Atheist']",-11.997317108513663,-10.27377465310316
favorite,"['Languages', 'Religion']","['Afrikaans', 'Atheist']",-8.838597737044182,-10.27377465310316
virtuous,"['Languages', 'Religion']","['Afrikaans', 'Atheist']",-14.194709383681761,-10.27377465310316
honored,"['Languages', 'Religion']","['Afrikaans', 'Atheist']",-10.986116477058609,-10.27377465310316
euphoric,"['Languages', 'Religion']","['Afrikaans', 'Atheist']",-11.708664058449047,-10.27377465310316
sorrowful,"['Languages', 'Religion']","['Afrikaans', 'Chinese traditional religion']",-12.848022686468735,-10.27377465310316
broken,"['Languages', 'Religion']","['Afrikaans', 'Chinese traditional religion']",-12.048881544565106,-10.27377465310316
unhappy,"['Languages', 'Religion']","['Afrikaans', 'Chinese traditional religion']",-11.944605529279123,-10.27377465310316
boring,"['Languages', 'Religion']","['Afrikaans', 'Chinese traditional religion']",-11.09047685489373,-10.27377465310316
vigilant,"['Languages', 'Religion']","['Afrikaans', 'Chinese traditional religion']",-12.32815158714368,-10.27377465310316
jaunty,"['Languages', 'Religion']","['Afrikaans', 'Chinese traditional religion']",-11.2979925501315,-10.27377465310316
trusting,"['Languages', 'Religion']","['Afrikaans', 'Chinese traditional religion']",-11.997317108513663,-10.27377465310316
favorite,"['Languages', 'Religion']","['Afrikaans', 'Chinese traditional religion']",-8.838597737044182,-10.27377465310316
virtuous,"['Languages', 'Religion']","['Afrikaans', 'Chinese traditional religion']",-14.194709383681761,-10.27377465310316
honored,"['Languages', 'Religion']","['Afrikaans', 'Chinese traditional religion']",-10.986116477058609,-10.27377465310316
euphoric,"['Languages', 'Religion']","['Afrikaans', 'Chinese traditional religion']",-11.708664058449047,-10.27377465310316
sorrowful,"['Languages', 'Religion']","['Uyghur', 'Agnostic']",-12.848022686468735,-10.27377465310316
broken,"['Languages', 'Religion']","['Uyghur', 'Agnostic']",-12.048881544565106,-10.27377465310316
unhappy,"['Languages', 'Religion']","['Uyghur', 'Agnostic']",-11.944605529279123,-10.27377465310316
boring,"['Languages', 'Religion']","['Uyghur', 'Agnostic']",-11.09047685489373,-10.27377465310316
vigilant,"['Languages', 'Religion']","['Uyghur', 'Agnostic']",-12.32815158714368,-10.27377465310316
jaunty,"['Languages', 'Religion']","['Uyghur', 'Agnostic']",-11.2979925501315,-10.27377465310316
trusting,"['Languages', 'Religion']","['Uyghur', 'Agnostic']",-11.997317108513663,-10.27377465310316
favorite,"['Languages', 'Religion']","['Uyghur', 'Agnostic']",-8.838597737044182,-10.27377465310316
virtuous,"['Languages', 'Religion']","['Uyghur', 'Agnostic']",-14.194709383681761,-10.27377465310316
honored,"['Languages', 'Religion']","['Uyghur', 'Agnostic']",-10.986116477058609,-10.27377465310316
euphoric,"['Languages', 'Religion']","['Uyghur', 'Agnostic']",-11.708664058449047,-10.27377465310316
sorrowful,"['Languages', 'Religion']","['Uyghur', 'Animism']",-12.848022686468735,-10.27377465310316
broken,"['Languages', 'Religion']","['Uyghur', 'Animism']",-12.048881544565106,-10.27377465310316
unhappy,"['Languages', 'Religion']","['Uyghur', 'Animism']",-11.944605529279123,-10.27377465310316
boring,"['Languages', 'Religion']","['Uyghur', 'Animism']",-11.09047685489373,-10.27377465310316
vigilant,"['Languages', 'Religion']","['Uyghur', 'Animism']",-12.32815158714368,-10.27377465310316
jaunty,"['Languages', 'Religion']","['Uyghur', 'Animism']",-11.2979925501315,-10.27377465310316
trusting,"['Languages', 'Religion']","['Uyghur', 'Animism']",-11.997317108513663,-10.27377465310316
favorite,"['Languages', 'Religion']","['Uyghur', 'Animism']",-8.838597737044182,-10.27377465310316
virtuous,"['Languages', 'Religion']","['Uyghur', 'Animism']",-14.194709383681761,-10.27377465310316
honored,"['Languages', 'Religion']","['Uyghur', 'Animism']",-10.986116477058609,-10.27377465310316
euphoric,"['Languages', 'Religion']","['Uyghur', 'Animism']",-11.708664058449047,-10.27377465310316
sorrowful,"['Languages', 'Religion']","['Uyghur', 'Atheist']",-12.848022686468735,-10.27377465310316
broken,"['Languages', 'Religion']","['Uyghur', 'Atheist']",-12.048881544565106,-10.27377465310316
unhappy,"['Languages', 'Religion']","['Uyghur', 'Atheist']",-11.944605529279123,-10.27377465310316
boring,"['Languages', 'Religion']","['Uyghur', 'Atheist']",-11.09047685489373,-10.27377465310316
vigilant,"['Languages', 'Religion']","['Uyghur', 'Atheist']",-12.32815158714368,-10.27377465310316
jaunty,"['Languages', 'Religion']","['Uyghur', 'Atheist']",-11.2979925501315,-10.27377465310316
trusting,"['Languages', 'Religion']","['Uyghur', 'Atheist']",-11.997317108513663,-10.27377465310316
favorite,"['Languages', 'Religion']","['Uyghur', 'Atheist']",-8.838597737044182,-10.27377465310316
virtuous,"['Languages', 'Religion']","['Uyghur', 'Atheist']",-14.194709383681761,-10.27377465310316
honored,"['Languages', 'Religion']","['Uyghur', 'Atheist']",-10.986116477058609,-10.27377465310316
euphoric,"['Languages', 'Religion']","['Uyghur', 'Atheist']",-11.708664058449047,-10.27377465310316
sorrowful,"['Languages', 'Religion']","['Uyghur', 'Chinese traditional religion']",-12.848022686468735,-10.27377465310316
broken,"['Languages', 'Religion']","['Uyghur', 'Chinese traditional religion']",-12.048881544565106,-10.27377465310316
unhappy,"['Languages', 'Religion']","['Uyghur', 'Chinese traditional religion']",-11.944605529279123,-10.27377465310316
boring,"['Languages', 'Religion']","['Uyghur', 'Chinese traditional religion']",-11.09047685489373,-10.27377465310316
vigilant,"['Languages', 'Religion']","['Uyghur', 'Chinese traditional religion']",-12.32815158714368,-10.27377465310316
jaunty,"['Languages', 'Religion']","['Uyghur', 'Chinese traditional religion']",-11.2979925501315,-10.27377465310316
trusting,"['Languages', 'Religion']","['Uyghur', 'Chinese traditional religion']",-11.997317108513663,-10.27377465310316
favorite,"['Languages', 'Religion']","['Uyghur', 'Chinese traditional religion']",-8.838597737044182,-10.27377465310316
virtuous,"['Languages', 'Religion']","['Uyghur', 'Chinese traditional religion']",-14.194709383681761,-10.27377465310316
honored,"['Languages', 'Religion']","['Uyghur', 'Chinese traditional religion']",-10.986116477058609,-10.27377465310316
euphoric,"['Languages', 'Religion']","['Uyghur', 'Chinese traditional religion']",-11.708664058449047,-10.27377465310316
sorrowful,"['Languages', 'Religion']","['Macedonian', 'Agnostic']",-6.604194484567911,-4.836483844896476
broken,"['Languages', 'Religion']","['Macedonian', 'Agnostic']",-5.871253142912025,-4.836483844896476
unhappy,"['Languages', 'Religion']","['Macedonian', 'Agnostic']",-5.829624499230272,-4.836483844896476
boring,"['Languages', 'Religion']","['Macedonian', 'Agnostic']",-5.679477886460593,-4.836483844896476
vigilant,"['Languages', 'Religion']","['Macedonian', 'Agnostic']",-6.072549300157924,-4.836483844896476
jaunty,"['Languages', 'Religion']","['Macedonian', 'Agnostic']",-5.708552652243805,-4.836483844896476
trusting,"['Languages', 'Religion']","['Macedonian', 'Agnostic']",-5.884457729341816,-4.836483844896476
favorite,"['Languages', 'Religion']","['Macedonian', 'Agnostic']",-4.357117162636994,-4.836483844896476
virtuous,"['Languages', 'Religion']","['Macedonian', 'Agnostic']",-7.040740340941876,-4.836483844896476
honored,"['Languages', 'Religion']","['Macedonian', 'Agnostic']",-5.123685430985972,-4.836483844896476
euphoric,"['Languages', 'Religion']","['Macedonian', 'Agnostic']",-5.533549440591448,-4.836483844896476
sorrowful,"['Languages', 'Religion']","['Macedonian', 'Animism']",-6.604194484567911,-4.836483844896476
broken,"['Languages', 'Religion']","['Macedonian', 'Animism']",-5.871253142912025,-4.836483844896476
unhappy,"['Languages', 'Religion']","['Macedonian', 'Animism']",-5.829624499230272,-4.836483844896476
boring,"['Languages', 'Religion']","['Macedonian', 'Animism']",-5.679477886460593,-4.836483844896476
vigilant,"['Languages', 'Religion']","['Macedonian', 'Animism']",-6.072549300157924,-4.836483844896476
jaunty,"['Languages', 'Religion']","['Macedonian', 'Animism']",-5.708552652243805,-4.836483844896476
trusting,"['Languages', 'Religion']","['Macedonian', 'Animism']",-5.884457729341816,-4.836483844896476
favorite,"['Languages', 'Religion']","['Macedonian', 'Animism']",-4.357117162636994,-4.836483844896476
virtuous,"['Languages', 'Religion']","['Macedonian', 'Animism']",-7.040740340941876,-4.836483844896476
honored,"['Languages', 'Religion']","['Macedonian', 'Animism']",-5.123685430985972,-4.836483844896476
euphoric,"['Languages', 'Religion']","['Macedonian', 'Animism']",-5.533549440591448,-4.836483844896476
sorrowful,"['Languages', 'Religion']","['Macedonian', 'Atheist']",-6.604194484567911,-4.836483844896476
broken,"['Languages', 'Religion']","['Macedonian', 'Atheist']",-5.871253142912025,-4.836483844896476
unhappy,"['Languages', 'Religion']","['Macedonian', 'Atheist']",-5.829624499230272,-4.836483844896476
boring,"['Languages', 'Religion']","['Macedonian', 'Atheist']",-5.679477886460593,-4.836483844896476
vigilant,"['Languages', 'Religion']","['Macedonian', 'Atheist']",-6.072549300157924,-4.836483844896476
jaunty,"['Languages', 'Religion']","['Macedonian', 'Atheist']",-5.708552652243805,-4.836483844896476
trusting,"['Languages', 'Religion']","['Macedonian', 'Atheist']",-5.884457729341816,-4.836483844896476
favorite,"['Languages', 'Religion']","['Macedonian', 'Atheist']",-4.357117162636994,-4.836483844896476
virtuous,"['Languages', 'Religion']","['Macedonian', 'Atheist']",-7.040740340941876,-4.836483844896476
honored,"['Languages', 'Religion']","['Macedonian', 'Atheist']",-5.123685430985972,-4.836483844896476
euphoric,"['Languages', 'Religion']","['Macedonian', 'Atheist']",-5.533549440591448,-4.836483844896476
sorrowful,"['Languages', 'Religion']","['Macedonian', 'Chinese traditional religion']",-6.604194484567911,-4.836483844896476
